P;-105.47155884;65.99443284;0.000
P;-95.12125040;62.98873983;0.000
P;-95.11567447;62.98713354;0.000
P;-84.35588640;60.76023682;0.000
P;-85.80062802;61.40509226;0.000
P;-85.79327941;61.40010172;0.000
P;-84.35313079;61.24368603;0.000
P;-85.45582838;61.40054388;0.000
P;-101.05941872;64.60250595;0.000
P;-84.39333893;61.35268586;0.000
P;-103.69368123;65.72143318;0.000
P;-83.74125157;59.90907179;0.000
P;-88.25495725;58.93841710;0.000
P;-87.48485479;61.83849525;0.000
P;-88.53490145;58.94180044;0.000
P;-86.65415521;58.54244830;0.000
P;-86.70608852;58.51178569;0.000
P;-86.67206812;58.54833209;0.000
P;-108.73445333;69.95546154;0.000
P;-84.37538979;60.75733437;0.000
P;-92.56156822;60.83303192;0.000
P;-109.80569134;67.69355264;0.000
P;-83.48599157;59.39509777;0.000
P;-85.59974088;58.53130182;0.000
P;-85.84244602;61.42183996;0.000
P;-85.66501497;61.08864900;0.000
P;-84.83676905;60.60125990;0.000
P;-85.70841764;61.05695599;0.000
P;-83.72468251;59.59470156;0.000
P;-83.74814212;59.92502898;0.000
P;-85.87828068;61.34946417;0.000
P;-83.72485733;59.87086147;0.000
P;-101.08893749;64.64278399;0.000
P;-85.73419722;61.23406377;0.000
P;-92.22877671;60.20025552;0.000
P;-84.87770201;61.19776307;0.000
P;-85.83325737;61.39920040;0.000
P;-109.75093416;67.68825666;0.000
P;-84.43232260;61.35761044;0.000
P;-88.32477630;61.66190367;0.000
P;-92.35900200;60.58192953;0.000
P;-87.69898835;61.81394461;0.000
P;-87.49206069;58.83419706;0.000
P;-83.50470145;59.07436361;0.000
P;-83.50950554;59.36465930;0.000
P;-84.36562596;60.75954829;0.000
P;-88.57113744;58.96421739;0.000
P;-103.34013556;64.38824438;0.000
P;-84.67203752;60.60591159;0.000
P;-97.88664480;63.93217160;0.000
P;-85.81241337;61.42657922;0.000
P;-84.87408047;58.54387910;0.000
P;-84.32968222;61.26340989;0.000
P;-88.67346683;58.98684502;0.000
P;-86.43481703;58.47053399;0.000
P;-84.98829221;61.49538885;0.000
P;-84.98950775;61.49541673;0.000
P;-101.11901245;64.56887144;0.000
P;-83.69374739;59.43041060;0.000
P;-86.45090050;61.25122604;0.000
P;-103.73096172;65.75070613;0.000
P;-84.44983176;60.87815872;0.000
P;-105.31931070;65.83149242;0.000
P;-83.98534754;60.05376855;0.000
P;-83.48816463;59.70306592;0.000
P;-87.59897138;59.44639906;0.000
P;-88.76009809;59.07436339;0.000
P;-87.56099417;61.87396275;0.000
P;-109.54698639;69.35429274;0.000
P;-85.79116154;61.41824687;0.000
P;-96.03112795;62.95967626;0.000
P;-85.72062998;61.60225044;0.000
P;-87.49281657;61.60731662;0.000
P;-92.26959668;60.13264541;0.000
P;-86.92093185;58.58254517;0.000
P;-85.96957460;58.60492179;0.000
P;-85.82543178;61.42498811;0.000
P;-88.60433253;58.99609731;0.000
P;-92.56630056;60.65993979;0.000
P;-97.88795986;63.93308904;0.000
P;-85.79928802;61.38966421;0.000
P;-84.42549203;61.35268590;0.000
P;-87.47083785;61.88001030;0.000
P;-106.74486120;66.24399734;0.000
P;-92.33662479;60.12414091;0.000
